,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,target
1175,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,5759.0,0.0,0.0,10.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,10.0,163105.0,1.01,4.0,932.0,33.0,28894,510,16,102.58
1176,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,19167.0,0.0,0.0,5.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,5.0,409145.0,1.0,6.0,1108.0,31.0,17709,260,16,408.11
1177,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,8518.0,0.0,0.0,12.0,2.0,True,6.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,12.0,242404.0,1.01,4.0,932.0,33.0,28894,510,16,131.93
1178,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,25227.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,539091.0,1.0,6.0,1108.0,31.0,17709,260,16,481.63
1179,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,11939.0,0.0,0.0,9.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,9.0,255356.0,1.0,4.0,933.0,33.0,17709,520,16,236.01
1180,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,6759.0,0.0,0.0,5.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,5.0,190814.0,1.0,6.0,1108.0,31.0,28894,390,16,107.79
1181,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,8249.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,234439.0,1.01,4.0,934.0,33.0,28894,510,16,120.33
1182,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,14811.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,315792.0,1.0,6.0,1109.0,31.0,17709,260,16,857.88
1183,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,5462.0,0.0,0.0,11.0,2.0,True,3.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,116193.0,1.01,4.0,934.0,33.0,17709,520,16,113.96
1184,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,20433.0,0.0,0.0,5.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,5.0,580859.0,1.0,6.0,1109.0,31.0,28894,390,16,725.66
1185,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,11724.0,0.0,0.0,13.0,2.0,True,3.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,13.0,333914.0,1.01,4.0,934.0,33.0,28894,510,16,168.87
1186,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,27087.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,770814.0,1.0,6.0,1109.0,31.0,28894,390,16,696.9
1187,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,7613.0,0.0,0.0,10.0,2.0,True,3.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,10.0,216466.0,1.01,4.0,936.0,33.0,28894,510,16,121.41
1188,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,7100.0,0.0,0.0,6.0,2.0,True,2.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,150662.0,1.0,6.0,1110.0,31.0,17709,260,16,545.51
1189,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,11199.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,317394.0,1.0,6.0,1110.0,31.0,28894,390,16,529.9
1190,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,7277.0,0.0,0.0,10.0,2.0,True,6.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,10.0,155351.0,1.01,4.0,936.0,33.0,17709,520,16,188.94
1191,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,16245.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,461321.0,1.0,6.0,1110.0,31.0,28894,390,16,574.24
1192,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,10462.0,0.0,0.0,10.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,10.0,297700.0,1.01,4.0,936.0,33.0,28894,510,16,154.39
1193,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,21923.0,0.0,0.0,5.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,5.0,468206.0,1.0,6.0,1111.0,31.0,17709,260,16,1466.13
1194,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,27778.0,0.0,0.0,5.0,2.0,True,2.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,5.0,593820.0,1.0,6.0,1112.0,31.0,17709,260,16,1146.26
1195,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,14699.0,0.0,0.0,10.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,10.0,314696.0,1.0,4.0,937.0,33.0,17709,520,16,437.65
1196,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,10771.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,306631.0,1.0,4.0,937.0,33.0,28894,510,16,204.37
1197,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,4779.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,101007.0,1.0,6.0,1112.0,31.0,17709,260,16,503.22
1198,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,10664.0,0.0,0.0,9.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,9.0,303654.0,1.01,4.0,937.0,33.0,28894,510,16,192.17
1199,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,8235.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,174924.0,1.0,6.0,1113.0,31.0,17709,260,16,706.7
1200,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,15684.0,0.0,0.0,9.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,9.0,335916.0,1.0,4.0,937.0,33.0,17709,520,16,342.86
1201,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,12537.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,267030.0,1.0,6.0,1113.0,31.0,17709,260,16,1052.69
1202,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,16303.0,0.0,0.0,8.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,8.0,349375.0,1.0,4.0,937.0,33.0,17709,520,16,321.92
1203,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,17847.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,380808.0,1.0,6.0,1115.0,31.0,17709,260,16,854.77
1204,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,4889.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,138202.0,1.01,4.0,937.0,33.0,28894,510,16,90.32
1205,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,22947.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,490200.0,1.0,6.0,1115.0,31.0,17709,260,16,913.47
1206,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,10667.0,0.0,0.0,12.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,12.0,303683.0,1.01,4.0,938.0,33.0,28894,510,16,157.85
1207,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,5607.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,118680.0,1.01,6.0,1116.0,31.0,17709,260,16,597.88
1208,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,19517.0,0.0,0.0,8.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,8.0,418390.0,1.0,4.0,938.0,33.0,17709,520,16,431.42
1209,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,8952.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,190275.0,1.0,6.0,1119.0,31.0,17709,260,16,769.55
1210,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,12987.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,368404.0,1.0,6.0,1119.0,31.0,28894,390,16,589.98
1211,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,9565.0,0.0,0.0,10.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,10.0,204379.0,1.01,4.0,938.0,33.0,17709,520,16,194.34
1212,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,18387.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,522464.0,1.0,6.0,1120.0,31.0,28894,390,16,775.66
1213,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,6701.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,190127.0,1.01,4.0,938.0,33.0,28894,510,16,260.87
1214,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,5017.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,106726.0,1.01,4.0,939.0,33.0,17709,520,16,215.61
1215,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,24723.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,528255.0,1.0,6.0,1120.0,31.0,17709,260,16,1707.36
1216,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,9866.0,0.0,0.0,11.0,2.0,True,5.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,280741.0,1.01,4.0,939.0,33.0,28894,510,16,153.32
1217,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,6005.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,169374.0,1.0,6.0,1121.0,31.0,28894,390,16,377.74
1218,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,6349.0,0.0,0.0,10.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,10.0,180338.0,1.01,4.0,939.0,33.0,28894,510,16,368.13
1219,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,14427.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,409452.0,1.0,6.0,1121.0,31.0,28894,390,16,685.51
1220,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,8523.0,0.0,0.0,10.0,2.0,True,3.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,10.0,182026.0,1.01,4.0,939.0,33.0,17709,520,16,160.52
1221,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,19977.0,0.0,0.0,5.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,5.0,426474.0,1.0,6.0,1123.0,31.0,17709,260,16,1518.47
1222,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,25353.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,541800.0,1.0,6.0,1123.0,31.0,17709,260,16,1534.52
1223,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,5384.0,0.0,0.0,12.0,2.0,True,6.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,12.0,152578.0,1.01,4.0,940.0,33.0,28894,510,16,341.02
1224,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,6825.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,144738.0,1.0,6.0,1124.0,31.0,17709,260,16,667.3
1225,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,15188.0,0.0,0.0,9.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,9.0,433039.0,1.0,4.0,940.0,33.0,28894,510,16,418.51
1226,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,10605.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,225664.0,1.0,6.0,1126.0,31.0,17709,260,16,201.82
1227,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,9852.0,0.0,0.0,12.0,2.0,True,3.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,12.0,210685.0,1.01,4.0,941.0,33.0,17709,520,16,316.87
1228,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,14907.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,423192.0,1.0,6.0,1128.0,31.0,28894,390,16,681.99
1229,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,3719.0,0.0,0.0,8.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,8.0,104768.0,1.02,4.0,941.0,33.0,28894,510,16,65.73
1230,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,20547.0,0.0,0.0,4.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,4.0,584122.0,1.0,6.0,1129.0,31.0,28894,390,16,874.65
1231,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,27219.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,581790.0,1.0,6.0,1129.0,31.0,17709,260,16,1341.81
1232,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,4683.0,0.0,0.0,9.0,2.0,True,3.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,9.0,132308.0,1.01,4.0,941.0,33.0,28894,510,16,76.08
1233,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,7861.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,167958.0,1.01,4.0,942.0,33.0,17709,520,16,187.68
1234,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,7439.0,0.0,0.0,4.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,4.0,157896.0,1.0,6.0,1129.0,31.0,17709,260,16,643.46
1235,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,12819.0,0.0,0.0,8.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,8.0,365398.0,1.0,4.0,942.0,33.0,28894,510,16,183.69
1236,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,11283.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,240198.0,1.0,6.0,1130.0,31.0,17709,260,16,919.74
1237,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,8559.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,183051.0,1.01,4.0,942.0,33.0,17709,520,16,190.22
1238,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,16347.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,348687.0,1.0,6.0,1130.0,31.0,17709,260,16,1250.29
1239,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,8522.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,181976.0,1.01,4.0,942.0,33.0,17709,520,16,181.24
1240,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,22042.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,470764.0,1.0,6.0,1130.0,31.0,17709,260,16,1208.51
1241,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,5988.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,169689.0,1.01,4.0,943.0,33.0,28894,510,16,218.66
1242,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,28538.0,0.0,0.0,6.0,2.0,True,2.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,610096.0,1.0,6.0,1131.0,31.0,17709,260,16,1952.62
1243,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,13139.0,0.0,0.0,9.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,9.0,281435.0,1.0,4.0,943.0,33.0,17709,520,16,255.4
1244,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,4833.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,102168.0,1.01,6.0,1132.0,31.0,17709,260,16,282.18
1245,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,10794.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,307776.0,1.0,4.0,943.0,33.0,28894,510,16,159.46
1246,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,8307.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,234954.0,1.0,6.0,1133.0,31.0,28894,390,16,468.67
1247,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,12627.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,358099.0,1.0,6.0,1133.0,31.0,28894,390,16,620.73
1248,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,10191.0,0.0,0.0,15.0,2.0,True,1.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,15.0,217790.0,1.01,4.0,943.0,33.0,17709,520,16,265.8
1249,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,7739.0,0.0,0.0,12.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,12.0,165443.0,1.01,4.0,943.0,33.0,17709,520,16,219.35
1250,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,17623.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,376035.0,1.0,6.0,1136.0,31.0,17709,260,16,854.0
1251,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,23259.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,496887.0,1.0,6.0,1136.0,31.0,17709,260,16,917.9
1252,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,14699.0,0.0,0.0,10.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,10.0,419099.0,1.0,4.0,989.0,33.0,28894,510,16,171.98
1253,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,5667.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,119970.0,1.01,6.0,1137.0,31.0,17709,260,16,607.88
1254,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,7031.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,149855.0,1.01,4.0,989.0,33.0,17709,520,16,133.16
1255,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,9387.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,265697.0,1.0,6.0,1139.0,31.0,28894,390,16,432.51
1256,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,11613.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,248454.0,1.0,4.0,989.0,33.0,17709,520,16,285.21
1257,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,18495.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,394740.0,1.0,6.0,1140.0,31.0,17709,260,16,1436.41
1258,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,7066.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,150930.0,1.01,4.0,989.0,33.0,17709,520,16,214.09
1259,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,24849.0,0.0,0.0,5.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,5.0,706923.0,1.0,6.0,1141.0,31.0,28894,390,16,407.16
1260,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,7713.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,164604.0,1.01,4.0,989.0,33.0,17709,520,16,224.22
1261,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,6066.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,171120.0,1.0,6.0,1143.0,31.0,28894,390,16,101.75
1262,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,21227.0,0.0,0.0,9.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,9.0,455026.0,1.0,4.0,989.0,33.0,17709,520,16,598.65
1263,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,9777.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,276861.0,1.0,6.0,1144.0,31.0,28894,390,16,293.3
1264,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,6774.0,0.0,0.0,10.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,10.0,144480.0,1.01,4.0,989.0,33.0,17709,520,16,420.76
1265,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,14523.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,412200.0,1.0,6.0,1145.0,31.0,28894,390,16,302.59
1266,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,20091.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,428925.0,1.0,6.0,1145.0,31.0,17709,260,16,1193.0
1267,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,3965.0,0.0,0.0,8.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,8.0,83936.0,1.02,4.0,989.0,33.0,17709,520,16,341.75
1268,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,26085.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,742218.0,1.0,6.0,1146.0,31.0,28894,390,16,354.28
1269,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,18689.0,0.0,0.0,11.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,11.0,400588.0,1.0,4.0,989.0,33.0,17709,520,16,1413.87
1270,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,6891.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,146157.0,1.0,6.0,1147.0,31.0,17709,260,16,124.48
1271,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,10947.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,310181.0,1.0,6.0,1148.0,31.0,28894,390,16,153.36
1272,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,11401.0,0.0,0.0,10.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1154.0,0.9,0.0,0.0,3.0,10.0,243853.0,1.01,4.0,989.0,33.0,17709,520,16,1019.55
1273,8.0,2020,1.0,8.0,1.0,0.0500001,2.0,15315.0,0.0,0.0,6.0,2.0,True,0.0,2.0,1.0,False,0.0,0.0,0.0,1130.0,0.9,0.0,0.0,3.0,6.0,326585.0,1.0,6.0,1148.0,31.0,17709,260,16,1072.66
